date,gross_return,cost,net_return,cum_gross,cum_net,weight_EURUSD,weight_GBPUSD,weight_AUDUSD,weight_USDCAD
2010-10-01,0.000488,0.000240,0.000248,1.057660,1.014173,0.300000,0.133457,-0.300000,0.281579
2010-10-04,0.003189,0.000412,0.002776,1.061033,1.016989,-0.147289,-0.084143,0.300000,-0.300000
2010-10-05,0.001464,0.000209,0.001256,1.062587,1.018266,-0.300000,-0.300000,0.300000,0.300000
2010-10-06,0.000932,0.000416,0.000516,1.063577,1.018791,0.011929,0.300000,-0.300000,-0.149842
2010-10-07,-0.001480,0.000407,-0.001887,1.062003,1.016869,-0.300000,-0.300000,0.266521,0.300000
2010-10-08,-0.000353,0.000205,-0.000558,1.061628,1.016301,-0.180820,-0.125155,0.300000,-0.300000
2010-10-11,0.002349,0.000199,0.002151,1.064122,1.018487,0.300000,-0.069416,-0.111283,-0.300000
2010-10-12,0.000353,0.000201,0.000152,1.064497,1.018642,-0.048341,0.300000,-0.300000,-0.169788
2010-10-13,-0.003850,0.000161,-0.004011,1.060399,1.014556,-0.300000,0.300000,-0.300000,0.300000
2010-10-14,0.003580,0.000257,0.003323,1.064196,1.017927,0.300000,0.300000,-0.300000,-0.300000
2010-10-15,0.003455,0.000148,0.003308,1.067873,1.021294,0.300000,0.179480,0.211741,-0.300000
2010-10-18,0.003725,0.000348,0.003377,1.071851,1.024743,-0.300000,0.300000,-0.300000,0.074344
2010-10-19,0.000730,0.000397,0.000333,1.072633,1.025084,0.300000,-0.300000,0.300000,-0.104181
2010-10-20,0.007171,0.000212,0.006959,1.080325,1.032217,-0.243294,-0.300000,0.239119,0.300000
2010-10-21,0.002247,0.000409,0.001838,1.082752,1.034115,0.300000,-0.122697,-0.300000,-0.300000
2010-10-22,-0.001207,0.000152,-0.001358,1.081446,1.032710,0.300000,-0.269584,0.201857,-0.300000
2010-10-25,-0.000660,0.000220,-0.000880,1.080732,1.031801,-0.300000,0.300000,0.154320,-0.260083
2010-10-26,0.003015,0.000113,0.002902,1.083991,1.034796,-0.300000,-0.054362,0.300000,-0.178117
2010-10-27,0.001301,0.000326,0.000975,1.085402,1.035805,0.186982,0.300000,-0.300000,-0.300000
2010-10-28,0.005141,0.000217,0.004923,1.090981,1.040905,0.102747,-0.054240,-0.300000,0.300000
2010-10-29,0.000000,0.000043,-0.000043,1.090981,1.040860,0.081966,-0.300000,-0.300000,0.300000
2010-11-01,0.008117,0.000461,0.007655,1.099836,1.048829,-0.299746,0.300000,0.300000,-0.300000
2010-11-02,0.003656,0.000015,0.003641,1.103857,1.052647,-0.285179,0.219745,0.300000,-0.300000
2010-11-03,0.003771,0.000079,0.003692,1.108020,1.056533,-0.066611,-0.039681,0.300000,-0.300000
2010-11-04,-0.001431,0.000229,-0.001660,1.106434,1.054779,-0.125307,-0.300000,0.181942,0.300000
2010-11-05,0.002359,0.000191,0.002169,1.109044,1.057067,-0.300000,0.108901,0.300000,0.027325
2010-11-08,-0.000277,0.000153,-0.000430,1.108737,1.056612,0.060426,0.154586,0.300000,-0.300000
2010-11-09,-0.006386,0.000046,-0.006432,1.101656,1.049815,0.124381,0.300000,0.250912,-0.300000
2010-11-10,0.004040,0.000396,0.003644,1.106106,1.053640,-0.199122,-0.028247,-0.300000,0.300000
2010-11-11,-0.000941,0.000068,-0.001009,1.105066,1.052577,-0.300000,0.142660,-0.206739,0.300000
2010-11-12,-0.002431,0.000307,-0.002738,1.102379,1.049695,0.300000,0.300000,-0.300000,-0.300000
2010-11-15,0.000054,0.000143,-0.000089,1.102439,1.049602,0.300000,-0.300000,-0.101362,-0.300000
2010-11-16,-0.003167,0.000210,-0.003378,1.098947,1.046056,0.100494,0.160290,0.300000,-0.300000
